text,language,emotions
"अब तो घर के चारों ओर भीड़ जमा हो गई है, पत्थर फेंक रहे हैं, बंदूक‑बंदूक लेकर धक्का दे रहे हैं, दरवाज़ा बंद है, तुरंत मदद चाहिए!",hi,"immediate_danger,fear,panic,help_seeking"
"हमारे घर के दरवाज़े को बंद कर के धक्का दे रहे हैं, धाकड़ लोग धमकी दे रहे हैं, हमें डर लग रहा है, थानेदार सुनता ही ना।",hi,"immediate_danger,fear,intimidation"
"पिछले हफ़्ते हमारे भाई पर झूठा एफआईआर दर्ज कर दिया, अब पुलिस भी नहीं सुन रही, दबंग लोग हर जगह धमका रहे हैं।",hi,"anger,intimidation,hopelessness"
"हॉस्पिटल से मेडिकल रिपोर्ट नहीं मिली, पोर्टल पर दिये गये मुआवजे का भी कोई जवाब नहीं, हम तो बस इंतज़ार में थक चुके हैं।",hi,"sadness,hopelessness,others"
"क़ानूनी मदद के लिये वकील नहीं मिला, फ़िर भी केस चलाने की कोशिश कर रहे हैं, पर थानेदार सुनता ही नहीं।",hi,"hopelessness,anger,others"
"गाँव की दुकानें हमारे लिए दाल‑चावल नहीं बेचतीं, हर बार दारू पीकर गाली‑गलौज करते हुए हमें बाहर निकालते हैं, हम तो बस भूखे मर रहे हैं।",hi,"sadness,anger,hopelessness"
"पड़ोसी दबंग ने हमारे खेत का रास्ता रोक दियो, कह रहा है कि हम नहीं चलेंगे तो खलिहान तक नहीं पहुँच पाएंगे, डर के मारे नहीं चल पाते।",hi,"intimidation,fear,panic"
"हैंडपंप तक पहुँच नहीं दे रहे, पानी नहीं मिल रहा, हम तो रोज़ गुहार लगा रहे हैं कि कोई मदद करे, लेकिन कोई नहीं सुनता।",hi,"anger,hopelessness,help_seeking"
"थानेदार सुनता ही ना, कई बार शिकायत की लेकिन कोई कार्रवाई नहीं हुई, अब तो सरेआम बेइज्जत कर रहे हैं।",hi,"anger,hopelessness,others"
"चौपाल में जब हम बैठकर बात करने की कोशिश की तो सब ने हमें सरेआम बेइज्जत कर दिया, धक्का‑धक्का कर के बाहर निकाल दिया, हम तो बस रो रहे हैं।",hi,"sadness,anger,intimidation"
"बाबूजी, हमारे परिवार के खिलाफ झूठी क्रॉस‑FIR दायर कर दी गई है, डॉक्टर का मेडिकल रिपोर्ट भी नहीं मिला, और वकील भी नहीं मिला, अब मदद चाहिए.",hinglish,"fear,intimidation,help_seeking,hopelessness"
"हमारे दादा की पुरानी पट्टा वाली ज़मीं पर ऊँचा दबंगों ने अपना खेत बना लिया, फसल भी जलाकर रख दिया, अब हम बेघर हो रहे हैं.",hinglish,"anger,sadness,hopelessness"
"टोले का मुख्य रास्ता धाकड़ लोग ट्रैक्टर से ब्लॉक कर रहे हैं, हमारे ट्रैक्टर को रोक कर धमकी दे रहे हैं कि आगे नहीं निकलेंगे.",hinglish,"intimidation,fear,panic"
"पंचायत में जब हम गए तो हमें जातिसूचक गालियां दी गईं, सब लोग हमें बेइज्जत कर रहे हैं, अब घर में भी नहीं जाना चाहते.",hinglish,"sadness,anger,hopelessness"
"हमारी बेटी को मंदिर में प्रवेश नहीं दिया गया, पुजारी ने जाट‑सिचु गाली दी और कहा कि वह यहाँ नहीं आ सकती.",hinglish,"sadness,anger"
"हमारे घर के सामने वाले खेत में दारू पीकर गाली‑गलौज वाले लोग आकर हमारे बैलों को मार रहे हैं, हमें तुरंत सुरक्षा चाहिए.",hinglish,"immediate_danger,panic,help_seeking"
"थानेदार ने हमारी शिकायत को हल्के में लिया, कहा ‘इसे तो छोटा मामला है’, अब हम डर के मारे नहीं बोल पा रहे.",hinglish,"fear,intimidation,hopelessness"
"एफआईआर दर्ज करवाई थी, पर पोर्टल पर कम्पेंसेशन का स्टेटस नहीं बदल रहा, कब तक इंतज़ार करना पड़ेगा?",hinglish,others
"फसल काटते समय हमारे खेत में धाकड़ लोगों ने ज़बरदस्ती फसल तोड़ दी, अब हम भूखे हैं, मदद करो.",hinglish,"panic,help_seeking,anger"
हमारी जमीन पर नया पट्टा बनवाने की कोशिश में गांव के बड़े लोग हमें धमकी दे रहे हैं कि अगर आगे बढ़े तो हम सबको मार डालेंगे.,hinglish,"intimidation,fear,panic"
"पुलिस वाले दारू पीकर गाली‑गलौज कर रहे हैं, हमारे केस की फ़ाइल नहीं खोल रहे, हमें क्या करना चाहिए?",hinglish,others
"मुझे कानूनी सहायता चाहिए, लेकिन वकील की सूची नहीं मिल रही, कृपया बताइए कैसे अप्लाई करूँ?",hinglish,others
"रात को मेरे घर के सामने दबंगों ने लाठी से मारना शुरू कर दिया, अब मैं बहुत डर रहा हूँ।",hinglish,"fear,immediate_danger,panic,help_seeking"
"पिछले हफ्ते थानेदार ने हमारी एफआईआर नहीं ली, कागज फाड़ दिया और हमें दबंगों के साथ समझौता करने को कहा, अब हमें कोई भरोसा नहीं बचा।",hinglish,"anger,hopelessness,intimidation,help_seeking"
"हमारे टोले में अब कोई भी दूकान नहीं खुली, बार्बर भी हमें काटता नहीं, लोग हमें पानी के हैंडपंप से भी बाहर निकालते हैं।",hinglish,"sadness,hopelessness,intimidation,fear"
"मेरी बेटी को रात में धमकी दी गई कि अगर हम शिकायत करेंगे तो घर जला देंगे, वो अब सो नहीं पा रही है।",hinglish,"fear,panic,immediate_danger,help_seeking"
"डिसीपी सर ने दो हफ्ते बाद ही गाँव आए, पर अभी तक हमारे केस की कोई कार्रवाई नहीं हुई, हमें बहुत गुस्सा आ रहा है।",hinglish,"anger,hopelessness,sadness,help_seeking"
"दबंगों ने कहा है कि अगर हम जमीन नहीं छोड़ेंगे तो हमारे घर को आग लगा देंगे, अब हम सब डर के मारे बाहर नहीं जा पा रहे।",hinglish,"fear,intimidation,immediate_danger,panic"
"कल शाम को मेरे भाई को लाठी से मारते हुए दबंगों ने कहा, ‘हमसे मत लड़ो, वरना और भी बुरा होगा’।",hinglish,"intimidation,fear,anger,immediate_danger"
"गाँव के कुएँ पर अब हमको पानी नहीं मिल रहा, दबंगों ने हमारे हाथ में पंप की चाबी ही नहीं छोड़ती।",hinglish,"sadness,hopelessness,fear,intimidation"
"डरावनी बात है, दबंगों ने दारू पीकर हमें गाली-गलौज की और कहा कि अगर हम शिकायत करेंगे तो हम सबको मार डालेंगे।",hinglish,"intimidation,fear,panic,help_seeking"
"थानेदार ने हमें दबंगों के साथ सुलह करने को कहा, वरना केस नहीं लेगा, अब हमें नहीं पता क्या करें।",hinglish,"hopelessness,intimidation,anger,help_seeking"
"हमारी एफआईआर का नंबर क्या है, कृपया बताइए।",hinglish,others
"हमारे गाँव में आजकल सामाजिक बहिष्कार चल रहा है, सभी लोग हमें चौपाल में भी नहीं बुलाते, बच्चा स्कूल नहीं जा पा रहा, हमें बहुत दुख हो रहा है।",hinglish,"sadness,hopelessness,intimidation,fear"
"बाबू जी, कल रात हमारे घर के सामने दो दबंगों ने लाठी से मारना शुरू कर दिया, हम सब डर के मारे झपटे में भागे।",hi,"fear,intimidation,immediate_danger,help_seeking"
"हम गरीब लोगन को पंचायत में बुलाया गया, पर हमारे टोले के लोगन को बैठने की जगह नहीं दी, सब्ज़ी वाले ने जातिसूचक गाली दी।",hi,"sadness,anger,hopelessness"
"हमारा कुटिया के पास वाला कुआँ अब दमन कर दिया गया, दूकान वाले ने कहा कि हमारे पास पानी नहीं मिलेगा, हम रोज़ी-रोटी के लिए पानी नहीं पा रहे।",hi,"panic,hopelessness,help_seeking"
"रात को हमारे बच्चा को दहाड़ते हुए दबंगों ने आग लगाने की धमकी दी, अब हम डर के मारे बाहर नहीं निकलते।",hi,"fear,immediate_danger,panic,help_seeking"
"बाबूजी, मंदिर में प्रवेश करने को कहा गया, पर पुजारी ने कहा कि हम SC हैं, इसलिए अंदर नहीं जा सकते, हमें बेइज्जत किया गया।",hi,"sadness,anger,hopelessness"
"हमारा टोला के सभी लोगन को बार्बर ने कटा नहीं, कहा कि हम दलित हैं, अब बाल कटवाने के लिए कहीं नहीं जाता।",hi,"sadness,anger,hopelessness"
"पिछले हफ्ते हमारे घर पर दो लोग दारू पीकर गाली-गलौज कर रहे थे, उन्होंने मेरे पिता को लाथी मार कर गिरा दिया, अब हम मदद चाहते हैं।",hi,"fear,anger,immediate_danger,help_seeking"
"पंचायत की चौपाल में जब मैं बोला, तो कुछ लोग 'तुम लोगन को तोड़ दो' कह कर धक्का दिया, हमें सार्वजनिक जगह में भी अपमानित किया।",hi,"intimidation,anger,sadness"
"गांव के दुकान में सब्ज़ी नहीं मिलती, दुकानदार कहता है कि हमारे टोले के लोगन को नहीं बेचना, अब हम भूखे मर रहे हैं।",hi,"panic,hopelessness,help_seeking"
"रात को हमारे घर के सामने दो दबंगों ने आग लगाने की बात की, हमने पुलिस को बताया पर थानेदार ने कहा कि हम ही गड़बड़ कर रहे हैं, अब हमें डर है।",hi,"fear,immediate_danger,help_seeking"
"हमारे बेटे को स्कूल में जाति के कारण मार दिया गया, शिक्षक ने कहा 'तुम्हारा कुटुंब खराब है', अब हम बहुत दुखी हैं।",hi,"sadness,anger,hopelessness"
"हमारी महिला समूह को गांव के मेले में भाग लेने से रोका गया, कहा गया कि हम दलित हैं, अब हम आर्थिक मदद नहीं ले पा रहे।",hi,"sadness,anger,hopelessness,help_seeking"
"बाबू जी, हम गरीब लोगन के हाथापाई से पानी नहीं मिल रहा, गाँव के कुएँ के पंप पर दबंगों ने बंद कर दिया, जब हम पूछते हैं तो उन्हें गाली‑गलौज सुनाई देती है, अब रोज़ी‑रोटी के लिये पानी नहीं मिल रहा।",hi,"fear,intimidation,hopelessness,help_seeking"
"हमार टोला के दूकान वाला अब हमसे कोई सब्ज़ी नहीं बेचता, कहता है कि हम SC लोगन हैं, अगर खरीदेंगे तो हाथापाई करेंगे, हम बहुत गुस्से में हैं।",hi,"anger,intimidation,hopelessness,help_seeking"
"बाबू जी, गाँव के नाई ने कहा कि हमारे कुटुंब के लोगन को बाल नहीं काटेंगे, कहता है 'दबंगों से डरना पड़ेगा', अब शादी के दिन भी बिन नाई के रहेंगे, बहुत दुखी हैं।",hi,"sadness,anger,hopelessness,help_seeking"
"थानेदार साहब ने हमारी एफआईआर का काग़ज़ फाड़ दिया, कहा कि बड़े लोगन को परेशान नहीं करना चाहिए, अब हम क्या करेंगे?",hi,"anger,hopelessness,intimidation,help_seeking"
"डारोगा साहब ने हमें दबाव डाला कि हम बड़े जमींदार के साथ समझौता कर लें, नहीं तो गाँव में और भी हाथापाई होगी, हमें बहुत डर लग रहा है।",hi,"fear,intimidation,hopelessness,help_seeking"
"हमारा DSP दो हफ़्ते से नहीं आया, जबकि हम लोगन को दहाड़े की धमकी मिल रही है, अब हम थक गए हैं, कृपया जल्दी कार्रवाई करें।",hi,"anger,hopelessness,help_seeking"
"दबंग लोगन ने कहा कि अगर हम शिकायत करेंगे तो हमारे घर को आग लगा देंगे, अभी भी रात में हम सो नहीं पा रहे, तुरंत मदद चाहिए।",hi,"immediate_danger,fear,panic,help_seeking"
"पानी के पंप को दबंगों ने बंद कर दिया, कहते हैं 'तुम लोग कूड़ा' और रोज़ी‑रोटी के लिये पानी नहीं देंगे, हम बहुत डरते हैं।",hi,"intimidation,fear,hopelessness,help_seeking"
"बाबू जी, कृपया बताइए 14566 हेल्पलाइन के ऑफिस के समय क्या हैं?",hi,others
"कौन-कौन से दस्तावेज़ चाहिए कानूनी सहायता के लिए, कृपया जानकारी दें।",hi,others
"मेरे दायर किए गए डॉकेट नंबर 2023/14566/09 की स्थिति क्या है, कृपया अपडेट दें।",hi,others
क्या मैं हिंदी में ही कॉल कर सकता हूँ और मेरे सवालों का जवाब भी हिंदी में मिलेगा?,hi,others
"बाबू जी, हम गरीब लोगन का पोए राहत फंड अभी तक नहीं मिला, रोज़ी-रोटी का सहारा है, कृपया बताइए कब मिलेगा?",hi,others
"बाबूजी, मेरी बेटी की स्कॉलरशिप अभी तक नहीं आई, हम सब के पास रोज़ी-रोटी की गुहार है, कृपया देखिए।",hi,others
"हमारे टोले की मुख्य सड़क में गड्ढे बहुत बड़े हैं, गाड़ी चलाते‑चलाते डर लग रहा है, कृपया जल्दी ठीक कराइए।",hi,"fear,help_seeking"
"बारिश के बाद खलिहान के पास नाली टूट गई, पानी जमा हो रहा है, हम सब बीमार पड़ेंगे, मदद चाहिए।",hi,"fear,help_seeking"
"बाबू जी, जो हमारे बेटे को मारने वाला था, अब बायल पर आया है, हथियार लेकर रोज़ हमारे घर के सामने खड़ा रहता है, हम डर के मारे सो नहीं पाते।",hi,"fear,intimidation"
"वो दबंग हमारे बच्चन को स्कूल से लेकर घेरते हैं, गाली‑गलौज करते हैं, हमें बहुत डर लग रहा है।",hi,"fear,intimidation"
"हमारा पुरखा का पट्टा वाला जमीन अब गाँव के बड़े लोग अपना बना रहे हैं, हम बेइज्जत हो रहे हैं, मदद चाहिए।",hi,"anger,hopelessness"
"कल रात हमारे खेत में धुआँ उठ गया, दबंग लोग हमारे धान को आग में जला दिया, अब हम भूखे हैं, बहुत गुस्सा है।",hi,"anger,sadness"
"हमारा खेत का रास्ता अब नई इमारत ने बंद कर दिया, ट्रैक्टर नहीं जा पा रहा, फसल बचाने का कोई रास्ता नहीं, बहुत निराशा है।",hi,"hopelessness,anger"
"वो दबंग कल रात हमारे घर में चाकू लेकर आया, कहा अगर एफआईआर नहीं खींचेंगे तो मार डालेंगे, हमें तुरंत मदद चाहिए।",hi,"immediate_danger,panic,help_seeking"
"एफआईआर दर्ज करने के बाद पूरे टोले ने हमें बाहर कर दिया, अब कोई भी मदद नहीं कर रहा, हम बहुत उदास हैं।",hi,"sadness,hopelessness"
"थानेदार साहब ने झूठी रिपोर्ट लिखी, अब वही दबंग फिर से घूम रहे हैं, हमसे बात नहीं कर रहे, बहुत गुस्सा है।",hi,"anger,intimidation,fear"
"बाबूजी, अभी हमारे घर के चारों ओर गुट खड़ा है, पत्थर फेंक रहे हैं, हथियार दिखा रहे हैं, दरवाज़े अंदर से बंद कर रखे हैं, तुरंत मदद चाहिए!",hinglish,"immediate_danger,fear,panic,help_seeking"
"हमारी बस्ती में दबंग लोग आके धक्का दे रहे हैं, सब लोग चिल्ला रहे हैं, दरवाज़ा खोल नहीं पा रहे, कृपया तुरंत भेजिए पुलिस!",hinglish,"immediate_danger,intimidation,fear,help_seeking"
"हमारे पूर्वजों का पट्टा वाला ज़मीन अब पड़ोसी ने अपने खेत में ले लिया, फसल भी जलाकर रख दी, अब हम बेइज्जत हो रहे हैं, क्या करूँ?",hinglish,"anger,fear,help_seeking"
"टोले का रास्ता दबंगों ने ट्रैक्टर रख कर बंद कर दिया, हमारे ट्रैक्टर को भी रोक दिया, अब हम खेत नहीं जा पा रहे, मदद चाहिए!",hinglish,"intimidation,anger,help_seeking"
"पिछले रात हमारे खेत की फसल को ज़बरदस्ती तोड़ लिया गया, परिवार बहुत डर गया है, अब कोई नहीं सुन रहा हमारी आवाज़, कृपया मदद करें।",hinglish,"fear,hopelessness,help_seeking"
14566 का ऑफिस कब खुलता है? मैं आज ही रिपोर्ट देना चाहता हूँ।,hinglish,others
"लीगल एड के लिए कौन-कौन से दस्तावेज़ चाहिए, कृपया बताइए।",hinglish,others
"मेरे केस का डॉकेट नंबर 2023/4567 है, उसका स्टेटस क्या है? कृपया अपडेट दें।",hinglish,others
"हमारे बच्चे को स्कूल भेजने की धमकी दे रहे हैं, गांव में सामाजिक बहिष्कार की बात कर रहे हैं, अगर हम नहीं मानेंगे तो मार डालेंगे, मदद चाहिए!",hinglish,"intimidation,fear,immediate_danger,help_seeking"
"हैंडपंप के पास दाकू गुट ने बंदूक दिखा कर धमकी दी है, सब लोग डर के मारे छुपे हैं, तुरंत पुलिस भेजो!",hinglish,"immediate_danger,fear,panic,help_seeking"
"बाबूजी ने झूठा पट्टा दे दिया, अब हम घर से बाहर निकालने की धमकी दे रहे हैं, परिवार बहुत दुखी है, क्या करूँ?",hinglish,"sadness,anger,hopelessness,help_seeking"
"हमारे टोले के लोग अब कुआँ से पानी नहीं ले पाते, दुकान वाले भी दाल‑चावल नहीं बेचते, नाई भी बाल नहीं काटता, पूरी तरह से सामाजिक बहिष्कार हो गया है।",hi,"anger,sadness,hopelessness,help_seeking"
"थानेदार सुनता ही ना, जब हमने एफआईआर लिखवाने की कोशिश की तो कागज फाड़ दिया, अब हम क्या करें?",hi,"anger,hopelessness,help_seeking"
"बाबूजी, आरोपी अभी जमानत पर है, हथियार लेकर हमारे घर के बाहर घुमा‑घुमा कर धमकी दे रहा है, बच्चा रो रहा है।",hi,"intimidation,fear,immediate_danger,help_seeking"
"भाई, मेरे बेटे को रात को सोते‑सोते डर लग रहा है, हर बार दरवाज़े पर थप्पड़ की आवाज़ आती है, मैं पैनिक में हूँ।",hi,"panic,fear,immediate_danger"
"हमारी खलिहान के पास नया रास्ता दबंगों ने ट्रैक्टर से रोक दिया, जब हम जाने की कोशिश करते हैं तो गाली‑गलौज सुनते हैं।",hi,"intimidation,anger,hopelessness,help_seeking"
"डिस्पैचर ने कहा आएगा, पर दो हफ्ते बीत गए, कोई DSP नहीं आया, पुलिस की उदासीनता से हम थक गए हैं।",hi,"hopelessness,anger,help_seeking"
"पड़ोसी ने कहा कि अगर हम फिर से पानी की शिकायत करेंगे तो हमारी जमीन पर दाग‑डाग कर देंगे, अब हम डर के मारे चुप हैं।",hi,"fear,intimidation,hopelessness,help_seeking"
"हमारी महिला ने शिकायत की, पर थाने में दरोगा ने कहा ‘इसे छोड़ दो, बड़े लोग हैं’, अब हमें कोई भरोसा नहीं बचा।",hi,"sadness,hopelessness,anger,help_seeking"
"सड़कों पर धूम्रपान वाले शराबी दारू पीकर गाली‑गलौज कर रहे, बच्चों को डराते हैं, हमें लगता है अब सब सुरक्षित नहीं है।",hi,"fear,intimidation,immediate_danger,help_seeking"
"हमारी चौपाल में अब कोई भी नहीं बैठता, सबको डर है कि दबंग लोग फिर से आकर सबको बेइज्जत करेंगे।",hi,"fear,hopelessness,anger"
"जब हमने पुलिस को बताया कि आरोपी हमारे खेत में धावा दे रहा है, तो उन्होंने कहा ‘किसी को रिपोर्ट मत करो’, अब हम डर के मारे खेत नहीं जा पाते।",hi,"intimidation,fear,hopelessness,help_seeking"
"हमारी बेटी को स्कूल से बाहर निकाल दिया गया क्योंकि हमारे परिवार को सामाजिक बहिष्कार का सामना करना पड़ रहा है, अब हमें आगे क्या करना चाहिए?",hi,"sadness,hopelessness,help_seeking,others"
"बाबूजी, हमारे पैतृक पट्टे की जमीन पर दबंगों ने आज रात ही अनधिकृत ढंग से कब्जा कर लिया, फसल जलाने की धमकी दे रहे हैं।",hi,"intimidation,fear,anger,help_seeking"
"मेरे बेटे को रोज़ रात को थानेदार की गाड़ी देख कर डर लगता है, क्योंकि वही लोग मेरे पिता को मारने की धमकी दे रहे हैं, हमें एफआईआर दर्ज कराने की जरूरत है।",hi,"fear,intimidation,help_seeking"
"हमारी टोलिया के लोग अब कुआँ तक नहीं जा सकते, गाँव के दूकान वाले ने जातिसूचक शब्द बोले और पानी नहीं दिया, सामाजिक बहिष्कार हो गया है।",hi,"sadness,hopelessness,anger,help_seeking"
"पिछले हफ्ते हमारे खेत में ट्रैक्टर रोक दिया गया, रास्ता बंद कर दिया, अब हम धान नहीं ले जा पा रहे, दबंगों ने हथियार दिखा कर हमें रोक लिया।",hi,"intimidation,fear,hopelessness"
"बाबूजी, मेरे पति को दारू पीकर गाली-गलौज करने वाले ने घर के बाहर खलिहान में धूम्रपान किया और हमें बेइज्जत किया, अब हम डर के मारे बाहर नहीं निकलते।",hi,"fear,sadness,intimidation,help_seeking"
"गाँव के बार्बर ने हमारे टोले के लोगों को सेवा देना बंद कर दिया, कहा कि हम SC हैं, अब बाल कटवाने के लिए कहीं नहीं जाता, सामाजिक बहिष्कार है।",hi,"sadness,hopelessness,anger,help_seeking"
"पिछली रात हमारे खेत में आग लग गई, कोई नहीं आया मदद को, अब हमारे पास कोई भी पैसों की बचत नहीं बची, हमें तुरंत मदद चाहिए।",hi,"panic,immediate_danger,hopelessness,help_seeking"
"हमारे घर के सामने वाला रास्ता अवैध कब्जे में है, दबंगों ने कंक्रीट लगा दिया, अब हम स्कूल ले जाने में देर हो रही है, कृपया मदद करें।",hi,"anger,hopelessness,help_seeking"
"मेरे भाई को पुलिस ने बिना कारण हिरासत में ले लिया, अब वह जेल में है, हम चाहते हैं कि तुरंत न्याय हो और एफआईआर दर्ज हो।",hi,"fear,hopelessness,help_seeking"
"हमारी टोलिया में अब कोई भी पानी का हैंडपंप नहीं चल रहा, गाँव के बड़े ने हमें रोक दिया, कहा कि हम SC हैं, अब बच्चे पानी नहीं पी पा रहे।",hi,"sadness,panic,hopelessness,help_seeking"
"दबंगों ने हमारे खेत में फसल तोड़ ली और फिर हमारे ऊपर जातिसूचक शब्द चिल्लाए, अब हम डर के मारे खेत नहीं जोत पा रहे।",hi,"intimidation,fear,anger,help_seeking"
"हमारी चौपाल में अब कोई भी बैठक नहीं होती, गाँव के बुजुर्ग हमें सामाजिक बहिष्कार कर रहे हैं, हमें न्याय चाहिए।",hi,"sadness,hopelessness,help_seeking"
"थानेदार सुनता ही ना, हमने कल रात खेत का रास्ता रोक दियो की शिकायत की, पर उसने FIR लिखने से इनकार कर दिया और कागज फाड़ दिया।",hi,"intimidation,fear,anger"
"पुलिस वाले दबंगों को झुका रहे हैं, उन्होंने हमारी शिकायत का कागज फाड़ कर हमें झगड़े वाले बड़े जाट से समझौता करवाने की धक्की दी।",hi,"intimidation,hopelessness,anger"
"डिस्पैचर सर ने कहा था कि DSP आज आएँगे, पर अब दो दिन हो गये, गाँव वाले अब भी इंतजार में हैं, सबको डर लग रहा है।",hi,"panic,hopelessness,fear"
"हमारी बहन पर झूठी क्रॉस‑FIR दर्ज कर दी गई है, अब पुलिस हमें सरेआम बेइज्जत कर रही है, डर है कि केस उल्टा हो जाएगा।",hi,"intimidation,fear,anger"
"डॉक्टर ने कहा था कि मेडिकल रिपोर्ट तैयार होगी, पर अब तक कोई रिपोर्ट नहीं मिली, इलाज में देरी से हम सबको डर लग रहा है।",hi,"panic,hopelessness,fear"
"कानूनी सहायता के लिये वकील नहीं मिला, हर बार कहा जाता है ‘वकील अभी उपलब्ध नहीं’, हम मदद की गुहार लगा रहे हैं।",hi,"help_seeking,sadness,hopelessness"
"कम्पensation का पैसा पोर्टल पर दिखता नहीं, कई महीने हो गये, हमें लग रहा है कि हमारे साथ कोई नहीं है, गुस्सा आ रहा है।",hi,"anger,hopelessness,sadness"
"14566 हेल्पलाइन के ऑफिस के समय क्या हैं, कृपया बताइए?",hi,others
"कानूनी सहायता के लिये कौन‑कौन से दस्तावेज़ चाहिए, जानकारी चाहिए।",hi,others
"मेरे केस का डॉकेट नंबर 2023/14566/07 है, उसकी वर्तमान स्थिति क्या है?",hi,others
"डरावनी बात है, हमारे टोले में दबंग लोग रात‑रात धमका रहे हैं, अगर रिपोर्ट नहीं करेंगे तो तुरंत नुकसान होगा।",hi,"intimidation,immediate_danger,fear"
"चौपाल में हमारे लोगों को सरेआम बेइज्जत कर रहे हैं, सामाजिक बहिष्कार और गाली‑गलौज से हम सब दुखी हैं।",hi,"sadness,intimidation,hopelessness"
"बाबूजी, हमारे दादा जी का पट्टा वाला खेत दबंगों ने अपने ट्रैक्टर से घेर लिया, अब हम फसल नहीं लगा पा रहे।",hi,"anger,hopelessness,help_seeking"
"कल रात हमारे खेत में धुआँ उठ गया, दहलीज वाले काबिल लोग आग लगा कर हमारी फसल जला रहे हैं, हमें डर लग रहा है।",hi,"fear,immediate_danger,help_seeking"
"खेत का रास्ता रोक दियो, ट्रैक्टर खड़ा कर दिया, अब हम पानी के हैंडपंप तक नहीं जा पा रहे।",hi,"intimidation,panic,help_seeking"
"हमारे टोले का थानेदार सुनता ही ना, हमने शिकायत लिखी तो कागज फाड़ दिया, अब हम क्या करें?",hi,"anger,hopelessness,help_seeking"
"डारोगा कह रहा है कि इस मामले में FIR नहीं लिखेंगे, हमें दबंगों से डर लग रहा है।",hi,"intimidation,fear,help_seeking"
"हमारी शिकायत पर DSP दो हफ्ते से नहीं आए, दबंगों ने हमें घेर रखा है, अब तो सब कुछ खत्म लगता है।",hi,"hopelessness,fear,anger"
"हमारे टोले में हमारी बेटी को दारू पीकर गाली-गलौज कर रहे हैं, धमका रहे हैं कि अगर शिकायत की तो मार डालेंगे।",hi,"intimidation,immediate_danger,fear,help_seeking"
"हमारे टोले में सामाजिक बहिष्कार हो रहा है, लोग हमें काम नहीं दे रहे, हम बेइज्जत हो रहे हैं।",hi,"sadness,hopelessness,anger,help_seeking"
14566 हेल्पलाइन के ऑफिस के काम करने के समय क्या हैं?,hi,others
मेरे केस का डॉकेट नंबर 2023/14566/07 का स्टेटस क्या है?,hi,others
अगर FIR नहीं लिखवाई जा रही है तो हमें कौन सी उच्च अधिकारी से संपर्क करना चाहिए?,hi,others
"बाबूजी, हमारे जंगल‑जमीन का अधिकार वाला पोए राहत फंड दो महीने से नहीं आया, अब हम गुहार लगा रहे हैं कि कब मिलेगा?",hi,"help_seeking,hopelessness"
"सरपंच ने कहा था कि स्कॉलरशिप मिल जाएगी, पर अब तक कोई भी नोटिस नहीं आया, पढ़ाई के लिये पैसा नहीं है, बहुत दुख हो रहा है।",hi,"sadness,help_seeking"
"हमारे टोले के बीच वाला रास्ता खड्डों से भर गया है, सरपंच और वन विभाग के लोग कहते हैं ‘बाद में ठीक करेंगे’, पर अभी भी गाड़ी नहीं चल पाती, इस पर गुस्सा है।",hi,"anger,help_seeking"
"हैंडपंप से पानी नहीं मिल रहा, गाँव के लोग दारू पीकर गाली‑गलौज कर रहे हैं और हमें पानी पीने नहीं देते, अब रात में भी डर लग रहा है।",hi,"fear,intimidation,hopelessness"
"बार्बर ने कहा कि हम लोग ‘दबंग’ हैं, इसलिए हमारे बाल नहीं काटता, अब रोज़ सुबह बेइज्जत महसूस करते हैं, मदद चाहिए।",hi,"sadness,anger,help_seeking"
"कल शाम सरपंच के लोग और दबंग लाठी से हमें मारने की कोशिश की, हमने थाने में एफआईआर लिखा है, अभी भी डर है कि फिर से हमला होगा।",hi,"immediate_danger,fear,intimidation"
"रात को हमारे घर के सामने आग लगाने की धमकी मिली, दारू पीते लोग कह रहे हैं ‘अगर नहीं मानोगे तो सब कुछ जल जाएगा’, हम बहुत पैनिक में हैं।",hi,"panic,immediate_danger,fear"
"बच्चे और महिलाओं को लाथी मार कर बाहर निकाल दिया, अब सब लोग रोते‑रोते घर में नहीं जा पा रहे, बहुत डर और घबराहट है।",hi,"fear,intimidation,panic"
"वन विभाग के लोग हमारे मजदूरों की मजदूरी रोके हुए हैं, कहा ‘जंगल‑जमीन का अधिकार तो तुम्हारा नहीं’, अब हम भूखे मर रहे हैं, यह अत्याचार है।",hi,"anger,hopelessness,help_seeking"
"हमको गाँव से अलग कर दिया, सभी लोग हमारे खाने‑पीने की चीज़ें नहीं देते, सामाजिक बहिष्कार से हम बेबस हो गए हैं।",hi,"sadness,hopelessness,intimidation"
"सरपंच ने कहा था कि पट्टा मिल जाएगा, पर अब मजदूरी रोकी गई और दबंग लोग रात‑रात धमकी देते रहते हैं, हमें मदद चाहिए।",hi,"anger,immediate_danger,fear"
"पिछले महीने दायर किए गए जल निकासी की समस्या का अभी तक कोई जवाब नहीं मिला, कृपया स्थिति बताइए।",hi,others
"बाबू जी, हम गरीब लोगन का PoA राहत फंड अब तक नहीं मिला, दो‑तीन महीने हो गये, रोज़ी‑रोटी के लिए बहुत मुश्किल हो रही है।",hi,"hopelessness,anger"
"भाई साहब, मेरा बेटी का स्कॉलरशिप पैसा अभी तक नहीं आया, कई बार थाना‑कचहरी में पूछताछ की, पर कोई जवाब नहीं मिला।",hi,"help_seeking,hopelessness"
